chr1	113289479	113407940	NM_001130531	0	+	113289479	113407940	0	16	55,151,119,159,101,150,93,184,164,184,151,184,109,221,127,95,	0,31187,51692,54207,73167,82568,85488,87677,95444,99059,101741,102706,103769,104358,115872,118366,
chr1	115526737	115607894	NM_001244599	0	-	115526960	115607874	0	12	301,135,135,174,83,179,83,49,80,64,92,47,	0,939,26707,48897,49509,52622,58151,58986,67088,68679,80923,81110,
chr1	119134860	119152506	NM_214175	0	+	119134860	119152506	0	3	45,123,171,	0,14362,17475,
chr1	119864877	119948795	NM_214294	0	-	119865437	119909247	0	10	595,145,144,108,131,90,123,157,200,101,	0,7032,9801,11619,13707,18014,19431,40268,44244,83817,
chr1	122542414	122572759	NM_001105301	0	+	122542426	122572683	0	13	66,114,78,126,90,78,175,179,53,98,83,59,221,	0,14163,15133,17355,19460,19674,22245,23183,23470,27291,28588,29171,30124,
chr1	123102010	123359649	NM_001001771	0	+	123102838	123359568	0	65	992,83,99,96,96,198,126,126,159,180,141,120,126,123,123,153,54,126,126,120,138,51,126,228,126,129,126,126,123,126,126,123,123,126,123,123,165,69,126,123,159,72,126,123,126,117,129,120,126,150,66,117,120,123,132,126,207,126,123,117,129,120,232,175,471,	0,30950,32885,52117,55961,122069,124873,133401,139459,144000,145036,147676,150811,152452,155665,156862,161924,163550,166020,166975,167320,168324,170287,172115,174678,174921,176282,176511,178009,179487,181528,189800,190060,191615,193484,195339,195775,198312,198476,200037,200925,204019,207960,210890,214940,217264,218189,219284,221790,225845,226326,226662,228524,230439,231862,234268,234969,236980,237357,240138,240513,241409,252795,255787,257168,
chr1	126078334	126137027	NM_001244238	0	-	126078600	126114450	0	11	324,179,68,184,210,195,54,171,251,69,23,	0,1755,2221,4237,10581,12608,24641,32842,35882,36583,58670,
chr1	126605141	126615721	NM_001243551	0	+	126612168	126615422	0	8	148,80,178,58,135,214,218,541,	0,782,6996,7487,8254,8639,9116,10039,
chr1	127786173	127814096	NM_001195112	0	-	127786176	127814093	0	13	117,58,80,129,109,183,126,117,130,107,118,79,170,	0,308,706,1762,2418,4508,5332,5786,7932,10587,17595,19953,27753,
chr1	128839136	128845749	NM_001244811	0	+	128839432	128845027	0	6	183,106,139,269,186,764,	0,274,477,1901,5163,5849,
chr1	136526025	136589645	NM_001105287	0	+	136527802	136589528	0	6	37,233,150,113,54,213,	0,1770,47485,52128,59340,63407,
chr1	137390084	137690430	NM_214172	0	-	137390185	137690405	0	21	483,135,130,160,111,230,71,103,160,137,284,205,168,239,127,215,145,149,313,546,119,	0,7713,13339,16981,19191,19516,24063,25104,30368,31123,32808,38364,38740,41141,42942,44907,55352,58055,62345,247956,300227,
chr1	141887224	141985116	NM_001243181	0	+	141923793	141984710	0	14	548,64,120,45,305,1247,145,206,165,156,74,144,119,407,	0,33259,36469,39775,66375,72349,84144,86953,87771,89163,89413,96241,97366,97485,
chr1	141887226	141985116	NM_001258279	0	+	141927042	141984710	0	12	546,45,305,1247,145,206,165,156,74,144,119,407,	0,39773,66373,72347,84142,86951,87769,89161,89411,96239,97364,97483,
chr1	143499135	143540233	NM_001011505	0	-	143499135	143540233	0	2	290,589,	0,40509,
chr1	164998456	165120922	NM_214137	0	+	164998638	165119995	0	9	388,194,132,75,51,213,138,145,1051,	0,98452,98843,100243,103711,113286,116058,118830,121415,
chr1	184881869	184990936	NM_001258303	0	+	184914217	184990454	0	44	73,553,138,171,131,117,141,107,133,88,167,69,38,91,69,38,82,69,35,91,69,38,91,69,38,91,69,38,91,69,38,91,87,90,81,90,93,72,84,84,84,93,121,487,	0,32318,36038,38825,41633,47993,51219,52740,53640,55118,58291,58868,60788,61553,62270,62827,63347,64277,69712,70152,70936,71920,72649,72890,74061,74993,75160,76284,78158,80353,81501,83774,85905,89163,93658,94671,94871,96125,96443,96690,99745,101470,102704,108580,
chr1	187118497	187259014	NM_001244542	0	-	187119176	187248120	0	8	748,135,32,258,213,231,1390,101,	0,983,8678,83759,117047,122576,128287,140416,
chr1	187385353	187452543	NM_001244179	0	+	187386671	187450796	0	24	181,57,111,66,91,80,98,137,76,77,167,73,95,98,232,251,198,85,142,1134,105,207,147,1851,	0,1267,3460,5108,6286,15847,16016,18054,23478,25846,26304,39139,40539,40786,41560,45133,48101,51344,52267,54625,56024,59835,60866,65339,
chr1	193844305	193904638	NM_001001533	0	+	193844305	193904638	0	8	353,173,117,300,139,134,178,187,	0,2420,11708,31782,34778,41523,58191,60146,
chr1	194505534	194653302	NM_001244062	0	+	194507720	194653152	0	14	44,164,197,102,93,131,60,109,54,51,120,128,102,250,	0,2179,80795,106368,114339,131227,131551,132579,134058,134212,135895,140599,142839,147518,
chr1	194761587	194843867	NM_001168417	0	-	194761587	194843867	0	5	147,96,165,59,175,	0,7758,10613,21039,82105,
chr1	203061755	203329239	NM_001244595	0	+	203061817	203328930	0	10	992,39,109,51,99,119,132,90,167,559,	0,160661,163276,197166,218421,222224,241762,252853,261730,266925,
chr1	203684046	203694674	NM_214200	0	+	203685667	203694281	0	8	53,52,196,83,286,182,135,861,	0,1599,1737,4289,5699,6575,8415,9767,
chr1	216850281	217001828	NM_214113	0	-	216851380	216950977	0	25	1204,114,118,173,125,190,137,151,152,139,128,88,135,128,187,112,158,120,322,146,118,124,251,79,212,	0,1453,10479,20457,20799,21774,30407,31761,32061,34242,35413,37420,39122,41749,42540,45254,47499,49683,50583,63993,68441,83215,100470,150869,151335,
chr1	220841484	220953442	NM_214111	0	-	220842464	220953335	0	8	331,629,5,145,145,284,196,446,	0,356,985,990,46582,70017,106988,111512,
chr1	222474649	222612989	NM_001206404	0	+	222570271	222612245	0	23	432,121,54,125,103,580,104,154,109,134,67,151,109,211,188,96,80,211,101,213,330,86,910,	0,31487,95613,99511,101199,103111,107119,108009,110041,110254,112596,113677,117749,118632,121305,122390,123258,123711,130161,131446,134475,135913,137430,
chr1	223723612	223747661	NM_001011504	0	-	223723612	223747661	0	3	230,478,26,	0,23545,24023,
chr1	225150728	225193286	NM_001243558	0	-	225151257	225159212	0	4	749,180,470,567,	0,3470,8017,41991,
chr1	225703026	225709191	NM_001097506	0	-	225704692	225709181	0	5	1815,126,104,112,161,	0,2515,4720,5444,6004,
chr1	228142158	228196808	NM_214005	0	+	228142355	228196326	0	10	231,47,51,64,54,108,50,79,99,541,	0,27124,32845,35987,37711,39892,41138,44776,48701,54109,
chr1	230342619	230545123	NM_001097518	0	-	230342778	230544991	0	7	350,154,130,129,155,185,256,	0,1490,4117,5708,8412,88950,202248,
chr1	236451267	236456102	NM_001123220	0	+	236451267	236456102	0	9	129,148,68,90,107,69,85,85,317,	0,234,458,642,3103,3323,4167,4356,4518,
chr1	240860177	240914293	NM_001038639	0	+	240860239	240914124	0	10	83,63,246,243,231,168,157,125,131,295,	0,83,29228,33297,39858,45023,47398,49500,50628,53821,
chr1	241788800	241897432	NM_001137629	0	-	241788857	241897349	0	12	159,103,142,112,117,58,116,185,116,40,73,140,	0,2611,20652,21933,28641,30603,33956,35296,61444,65808,67571,108492,
chr1	246144276	246278492	NM_001317080	0	-	246147514	246257380	0	50	3379,244,93,104,135,142,107,63,121,130,124,145,116,178,170,75,106,33,95,190,99,125,149,114,49,203,73,221,138,143,132,172,114,205,221,223,177,206,198,117,140,241,93,177,122,119,142,94,169,280,	0,4011,4899,5597,7019,7551,10983,12034,13548,13930,15112,16877,17112,19274,20826,21479,22670,23957,25509,26466,28746,30574,32326,33561,34015,35142,36254,37831,38880,39219,40225,41383,42595,43822,45071,47467,49216,49979,51166,55337,55796,57652,62267,74020,76251,93812,95286,99491,113038,133936,
chr1	250194229	250220716	NM_001258382	0	-	250194377	250220610	0	5	321,247,139,85,344,	0,4059,7432,9602,26143,
chr1	250824054	250968530	NM_001204195	0	+	250824310	250967682	0	7	301,81,131,115,22,102,1588,	0,76201,87545,125776,127096,132551,142888,
chr1	251067735	251190244	NM_001204181	0	+	251154724	251186180	0	3	135,2419,4072,	0,86878,118437,
chr1	251264336	251277349	NM_214313	0	-	251264376	251277339	0	5	103,66,60,105,34,	0,665,8045,8302,12979,
chr1	251812849	251978185	NM_001244357	0	-	251813784	251908749	0	5	821,406,748,158,34,	0,831,61824,95855,165302,
chr1	253868388	253893135	NM_214100	0	+	253889005	253891459	0	5	88,158,73,169,1878,	0,20585,21378,21741,22869,
chr1	255533549	255630111	NM_214230	0	-	255533843	255600858	0	23	405,164,162,97,152,133,131,144,120,144,123,273,273,264,90,186,270,157,116,264,1410,594,74,	0,3846,6256,7219,8076,10613,13915,14809,16700,19339,20586,26844,36465,51185,53151,53455,54656,59118,60003,61025,62562,66852,96488,
chr1	259350788	259488538	NM_001315664	0	-	259350797	259488536	0	7	1150,223,237,106,170,191,220,	0,28764,34068,57387,60971,70462,137530,
chr1	265325451	265570887	NM_001097499	0	-	265325688	265570714	0	10	326,153,122,255,225,155,56,243,42,266,	0,3670,9959,17782,19692,21792,31757,43643,206484,245170,
chr1	267207686	267286728	NM_001258424	0	+	267207686	267286728	0	8	70,187,233,182,78,67,165,158,	0,890,73248,75770,76144,76343,78437,78884,
chr1	267640751	267659921	NM_001109946	0	-	267641261	267659921	0	4	710,271,194,817,	0,2875,4817,18353,
chr1	268531751	268575195	NM_001164510	0	+	268531751	268575195	0	11	117,137,127,88,112,159,153,108,168,151,185,	0,117,36473,36680,37728,39717,41073,42077,42281,42998,43259,
chr1	269088697	269121879	NM_001244486	0	-	269090332	269108163	0	16	1693,103,98,189,116,120,42,216,174,147,115,177,437,151,251,122,	0,3923,6011,7096,7609,8325,8608,9334,14002,14416,14683,15585,16081,16726,19308,33060,
chr1	270652698	270702920	NM_001244285	0	+	270652737	270701578	0	18	123,106,34,50,72,58,163,103,101,103,101,142,161,74,81,77,128,1351,	0,11791,22479,25312,25879,27247,29264,30603,32947,34324,35806,38335,42552,43436,43782,44035,47820,48871,
chr1	271724909	271928367	NM_001001644	0	-	271725315	271928303	0	8	541,78,42,108,94,131,145,267,	0,2462,17076,26804,71653,137232,200598,203191,
chr1	272828639	272935316	NM_213799	0	-	272828639	272935244	0	9	42,56,129,36,48,57,48,73,85,	0,56,83604,86569,87066,88100,88698,94863,106592,
chr1	273231348	273294621	NM_001253922	0	-	273231348	273293360	0	21	126,136,169,163,94,148,114,139,114,84,142,91,87,130,105,101,124,180,179,344,72,	0,2321,4296,5293,19260,23117,27924,29775,35568,38031,40513,44661,45047,48194,49488,57449,57706,58762,60290,61681,63201,
chr1	273934218	274083264	NM_001014971	0	+	273934222	274082908	0	69	122,168,214,163,132,138,237,168,57,42,63,75,93,57,54,54,54,54,54,45,12,41,45,54,45,54,45,54,45,54,108,54,54,45,54,45,54,54,54,108,90,54,108,108,54,54,68,39,54,108,54,108,54,54,54,54,108,54,54,108,54,36,54,256,19,93,69,234,503,	0,38119,43844,45339,63652,64812,65438,66543,66833,70974,71222,77599,78477,80095,80974,81364,84161,85440,86607,88654,90280,90292,91263,91793,92087,92765,97779,98116,100414,101958,103135,103870,107121,111553,111729,112732,113469,114450,117053,117876,119134,119315,120534,122784,123806,124068,124220,124288,125195,125346,126515,127195,127837,128167,128530,129110,129888,130104,130254,130527,131756,132575,132970,133217,134120,134139,138274,141733,148543,
chr1	23826	40033	NM_001244353	0	+	23852	39931	0	6	139,108,82,130,107,288,	0,3533,6941,9473,14824,15919,
chr1	1013706	1013802	NR_128500	0	-	1013802	1013802	0	1	96,	0,
chr1	1340182	1340263	NR_128506	0	-	1340263	1340263	0	1	81,	0,
chr1	1665567	1665643	NR_128509	0	-	1665643	1665643	0	1	76,	0,
chr1	2541536	2552860	NM_001244864	0	+	2541628	2552388	0	5	163,2,98,133,497,	0,9618,9620,10360,10827,
chr1	2576814	2593516	NM_001244534	0	+	2576891	2593032	0	8	140,87,83,82,36,59,30,524,	0,8874,9805,10963,11964,13606,14870,16178,
chr1	2893741	2893818	NR_128518	0	+	2893818	2893818	0	1	77,	0,
chr1	7289830	7323146	NM_213902	0	+	7289851	7321855	0	12	432,104,155,169,115,107,215,109,113,100,536,810,	0,2099,8791,11208,16739,18463,20044,21348,22337,26448,31958,32506,
chr1	7340445	7365529	NM_001348975	0	-	7340813	7365424	0	11	435,100,113,109,215,110,115,169,155,104,516,	0,2094,3967,6866,10679,14445,14792,15789,16915,18569,24568,
chr1	7590139	7600709	NM_001243427	0	+	7590324	7600629	0	12	249,86,129,98,111,182,127,176,124,193,164,297,	0,1407,1703,2775,3261,3667,4472,8066,8703,9126,9470,10273,
chr1	7623255	7651591	NM_001244241	0	-	7623257	7642871	0	8	583,155,179,128,59,56,38,182,	0,1516,7322,11930,13333,16814,19586,28154,
chr1	7629534	7651272	NM_001244242	0	-	7630573	7642871	0	6	1222,128,59,56,38,166,	0,5651,7054,10535,13307,21572,
chr1	7679351	7689564	NM_214127	0	+	7679670	7688880	0	5	342,203,117,180,830,	0,696,4724,7409,9383,
chr1	8209297	8217993	NM_001243543	0	+	8210066	8217909	0	10	111,85,54,67,167,162,110,196,115,1289,	0,711,883,1243,2925,3750,4398,5906,6655,7407,
chr1	8556082	8562865	NM_001145385	0	+	8556113	8562546	0	5	58,42,124,78,390,	0,2666,5580,6036,6393,
chr1	9696871	9698300	NM_001315678	0	+	9696958	9698104	0	1	1429,	0,
chr1	10483579	10483649	NR_128553	0	-	10483649	10483649	0	1	70,	0,
chr1	10700365	10700456	NR_128466	0	-	10700456	10700456	0	1	91,	0,
chr1	11566304	11648366	NM_001128475	0	+	11566304	11648366	0	7	133,152,109,152,120,128,229,	0,2776,18512,19969,29689,73541,81833,
chr1	11617806	11618550	NM_001159777	0	-	11617863	11618523	0	1	744,	0,
chr1	12634124	12702295	NM_001001538	0	-	12634563	12702069	0	4	478,521,353,519,	0,18973,20343,67652,
chr1	13446506	13458290	NM_001244934	0	+	13446531	13458128	0	7	284,80,184,164,118,137,363,	0,3214,6181,6888,9102,10356,11421,
chr1	13611785	13620250	NM_001195233	0	-	13614086	13618913	0	7	376,89,132,105,114,114,148,	0,2258,3169,4027,5073,7021,8317,
chr1	14777130	14795323	NM_001243637	0	-	14777953	14795274	0	5	1591,166,245,106,96,	0,7290,14221,15191,18097,
chr1	15758541	15779147	NM_214416	0	-	15758805	15779142	0	5	447,157,160,192,183,	0,3375,7452,9086,20423,
chr1	16113775	16119273	NM_001004035	0	-	16115487	16119184	0	5	549,139,276,264,171,	0,1695,2438,2935,5327,
chr1	16213440	16249367	NM_001195780	0	-	16213445	16249346	0	7	185,86,121,105,32,105,76,	0,4880,6835,10470,19858,21106,35851,
chr1	19076300	19097647	NM_001123176	0	-	19076300	19097647	0	3	147,278,256,	0,4697,21091,
chr1	21767642	21801615	NM_001244185	0	-	21767769	21801375	0	12	211,97,123,71,169,55,67,125,44,82,132,313,	0,2840,7518,9749,12076,12812,12974,13327,15042,19782,25465,33660,
chr1	22973116	22988179	NM_001128489	0	+	22973116	22988158	0	3	422,349,423,	0,11903,14640,
chr1	25646996	25663277	NM_001244669	0	-	25647505	25660938	0	6	564,23,155,164,200,146,	0,4641,6787,11893,13784,16135,
chr1	26301253	26317028	NM_001244825	0	+	26301431	26316591	0	3	392,141,664,	0,11486,15111,
chr1	27037214	27058163	NM_001177907	0	+	27037613	27057645	0	7	484,115,164,176,190,128,1073,	0,9041,9836,12338,14482,17818,19876,
chr1	27880542	27902980	NM_001190177	0	+	27880552	27900396	0	11	114,912,666,170,106,85,176,181,147,213,2590,	0,940,3064,3882,6458,8148,10557,11861,13082,19227,19848,
chr1	30920803	30923392	NM_214363	0	-	30920826	30923187	0	6	86,102,103,117,51,33,	0,489,1034,2064,2370,2556,
chr1	31003337	31023731	NM_214133	0	+	31003357	31023645	0	8	233,131,193,292,204,153,171,269,	0,1986,12095,12961,14393,14598,18089,20125,
chr1	31674397	31677696	NM_213833	0	+	31674613	31676614	0	5	282,223,252,212,1379,	0,407,929,1314,1920,
chr1	32006765	32020302	NM_214048	0	-	32006986	32020089	0	8	388,137,105,95,160,175,73,270,	0,604,959,1412,3191,5308,9174,13267,
chr1	39872197	39876272	NM_001025229	0	-	39872514	39876192	0	4	368,102,173,153,	0,2563,3288,3922,
chr1	40988817	41002129	NM_001244212	0	-	40990567	40991716	0	2	2915,165,	0,13147,
chr1	43449353	43458925	NM_214213	0	-	43449757	43449916	0	2	661,74,	0,9498,
chr1	51383781	51383861	NR_038510	0	-	51383861	51383861	0	1	80,	0,
chr1	51412826	51412933	NR_038519	0	-	51412933	51412933	0	1	107,	0,
chr1	52986461	52987584	NM_001160273	0	-	52986629	52987525	0	3	227,180,174,	0,683,949,
chr1	53006897	53007877	NM_001198917	0	-	53006897	53007877	0	3	80,180,187,	0,442,793,
chr1	55552946	55554868	NM_214446	0	-	55552946	55554868	0	3	78,185,100,	0,531,1822,
chr1	55753959	55762745	NM_001243508	0	+	55760424	55762453	0	3	55,158,451,	0,6442,8335,
chr1	56047870	56069582	NM_001278752	0	-	56047870	56069582	0	5	11,72,150,144,235,	0,265,1882,4882,21477,
chr1	56378299	56395495	NM_001190247	0	+	56378299	56395417	0	7	208,57,102,107,136,121,235,	0,5299,8522,9342,10775,16208,16961,
chr1	57148581	57165689	NM_001195598	0	-	57148665	57165672	0	5	454,142,102,107,82,	0,6359,6666,8064,17026,
chr1	57340621	57364263	NM_001077219	0	-	57340621	57364263	0	8	279,120,130,106,85,132,74,31,	0,6579,8693,10841,11259,13721,16087,23611,
chr1	57879739	57881395	NM_001258350	0	+	57879739	57881326	0	1	1656,	0,
chr1	58485009	58547675	NM_001114280	0	-	58485009	58547675	0	17	181,116,62,106,65,81,130,131,82,131,129,125,139,46,66,111,120,	0,2300,3112,8008,20669,27929,30781,31564,34662,36349,38520,41041,43795,45252,45767,48864,62546,
chr1	63638588	63698931	NM_001243440	0	+	63638652	63698630	0	19	141,146,29,98,115,131,59,147,176,180,121,117,118,167,131,81,86,181,520,	0,1320,2481,4743,5379,7568,22472,24621,26098,26823,28702,31303,33220,34235,47788,57462,58127,59007,59823,
chr1	63706017	63752150	NM_001243314	0	+	63738276	63751986	0	6	82,172,175,170,187,328,	0,32246,33302,35371,40372,45805,
chr1	65872172	65921075	NM_001171752	0	-	65872524	65920259	0	8	516,313,72,214,245,346,584,93,	0,3149,7543,22127,29680,39144,47575,48810,
chr1	66350968	66381454	NM_001113439	0	-	66351561	66370022	0	12	1684,171,54,100,138,191,172,224,189,120,79,104,	0,3007,4355,5124,7794,9810,13130,14738,16825,18966,21295,30382,
chr1	66473046	66499044	NM_001190160	0	-	66474240	66498918	0	12	1249,119,80,68,92,36,56,52,70,85,107,158,	0,2738,4166,8632,9246,10003,11034,14758,18774,19063,19842,25840,
chr1	71174508	71295216	NM_001315786	0	+	71174508	71295216	0	3	237,185,370,	0,65700,120338,
chr1	71380769	71400134	NM_001144111	0	-	71380953	71384233	0	4	466,109,723,144,	0,1662,2979,19221,
chr1	71317779	71360255	NM_001348416	0	-	71318047	71356226	0	8	393,142,168,109,188,125,237,185,	0,21916,23308,31295,32276,35313,38221,42291,
chr1	75980381	75981771	NM_001315817	0	+	75980432	75981524	0	1	1390,	0,
chr1	81766828	81773818	NM_001005153	0	-	81766828	81773109	0	3	1871,172,82,	0,6124,6908,
chr1	82085780	82087894	NM_001258434	0	+	82086204	82087832	0	3	68,583,485,	0,360,1629,
chr1	86954467	86987463	NM_001244502	0	+	86954655	86986995	0	6	203,51,30,51,73,482,	0,19555,26279,29989,31828,32514,
chr1	88597509	88598682	NM_214298	0	+	88597509	88598682	0	1	1173,	0,
chr1	92421950	92425052	NM_001097418	0	+	92422701	92424765	0	8	33,179,180,297,151,257,235,412,	0,716,1090,1391,1771,2010,2355,2690,
chr1	95756296	95774245	NM_001185166	0	+	95756311	95774054	0	9	45,175,136,135,124,66,72,48,242,	0,922,7957,9903,11619,12416,13564,13871,17707,
chr1	95738790	95750835	NM_001185142	0	-	95738923	95750787	0	12	215,151,145,108,225,152,149,167,174,170,79,108,	0,354,1105,1369,3635,3975,4669,5020,5275,8185,10032,11937,
chr1	97423937	97484223	NM_001256148	0	-	97423997	97484222	0	9	184,145,138,213,54,75,135,194,237,	0,4837,5177,8492,9950,23570,25654,26600,60049,
